,Version,Owner_type,Year,Mileage,Price,Phone,Argus,Area,Benefit Buyer
344,LIFE,pro,2015,14279.0,10990.0,0533520972,11656.0,Aquitaine,666.0
345,LIFE,pro,2015,38340.0,8700.0,0649173452,11656.0,Aquitaine,2956.0
346,ZEN,pro,2013,76123.0,6990.0,0679707249,8851.0,Aquitaine,1861.0
347,LIFE,pro,2015,27062.0,10290.0,,11656.0,Aquitaine,1366.0
348,LIFE,pro,2015,36838.0,8990.0,0533521164,11656.0,Aquitaine,2666.0
349,ZEN,pro,2012,56102.0,7900.0,,8445.0,Aquitaine,545.0
350,INTENS,pro,2015,24322.0,10900.0,,11656.0,Aquitaine,756.0
351,ZEN,pro,2015,35420.0,9990.0,0533523315,11656.0,Aquitaine,1666.0
352,LIFE,pro,2015,13974.0,9290.0,0533521164,11656.0,Aquitaine,2366.0
353,LIFE,pro,2015,15557.0,10450.0,0533521164,11656.0,Aquitaine,1206.0
354,LIFE,pro,2015,27927.0,8990.0,0533521164,11656.0,Aquitaine,2666.0
355,LIFE,pro,2015,23918.0,8990.0,0533521164,11656.0,Aquitaine,2666.0
356,ZEN,pro,2015,37486.0,8800.0,0649173452,11656.0,Aquitaine,2856.0
357,ZEN,pro,2015,37473.0,9280.0,0533523315,11656.0,Aquitaine,2376.0
358,INTENS,pro,2016,24300.0,10990.0,0556132965,12652.0,Aquitaine,1662.0
359,LIFE,private,2014,55000.0,7800.0,,9768.0,Aquitaine,1968.0
360,LIFE,pro,2015,37035.0,8980.0,0533523315,11656.0,Aquitaine,2676.0
361,LIFE,pro,2018,100.0,21093.0,0533521164,,Aquitaine,
362,LIFE,pro,2015,34740.0,9380.0,0533523315,11656.0,Aquitaine,2276.0
363,LIFE,pro,2016,9859.0,9900.0,0607748933,12652.0,Aquitaine,2752.0
364,ZEN,pro,2018,100.0,23087.0,0533521164,,Aquitaine,
365,LIFE,pro,2015,24922.0,8950.0,0533521164,11656.0,Aquitaine,2706.0
366,ZEN,pro,2018,100.0,21437.0,0533521164,,Aquitaine,
367,LIFE,pro,2015,13135.0,8990.0,0531081643,11656.0,Aquitaine,2666.0
368,INTENS,pro,2015,36533.0,9992.0,0559026514,11656.0,Aquitaine,1664.0
369,ZEN,pro,2018,100.0,22307.0,0533521164,,Aquitaine,
370,LIFE,pro,2016,9334.0,10990.0,0553777000,12652.0,Aquitaine,1662.0
371,LIFE,pro,2015,22492.0,9250.0,0533521164,11656.0,Aquitaine,2406.0
372,LIFE,pro,2016,18186.0,8990.0,0582991509,12652.0,Aquitaine,3662.0
373,INTENS,private,2014,25500.0,9000.0,,9768.0,Aquitaine,768.0
374,LIFE,pro,2015,14908.0,9990.0,0533520972,11656.0,Aquitaine,1666.0
375,LIFE,pro,2015,35557.0,8700.0,0533520149,11656.0,Aquitaine,2956.0
376,ZEN,private,2016,15800.0,10390.0,,12652.0,Aquitaine,2262.0
377,LIFE,pro,2015,17593.0,9200.0,0533520149,11656.0,Aquitaine,2456.0
378,LIFE,pro,2015,15667.0,9200.0,0533520149,11656.0,Aquitaine,2456.0
379,LIFE,pro,2015,15283.0,9200.0,0533520149,11656.0,Aquitaine,2456.0
380,INTENS,pro,2015,10690.0,10990.0,,11656.0,Aquitaine,666.0
381,LIFE,pro,2015,14392.0,8900.0,0533520149,11656.0,Aquitaine,2756.0
382,LIFE,pro,2015,21229.0,9380.0,0533523315,11656.0,Aquitaine,2276.0
383,ZEN,pro,2015,35786.0,9780.0,0533523315,11656.0,Aquitaine,1876.0
384,LIFE,pro,2014,22781.0,9690.0,,9768.0,Aquitaine,78.0
385,LIFE,pro,2015,30033.0,8980.0,0533523315,11656.0,Aquitaine,2676.0
386,LIFE,pro,2015,37185.0,9280.0,0533523315,11656.0,Aquitaine,2376.0
387,LIFE,pro,2015,37443.0,9600.0,,11656.0,Aquitaine,2056.0
388,LIFE,pro,2015,15798.0,9980.0,0533523315,11656.0,Aquitaine,1676.0
389,LIFE,pro,2015,39718.0,8990.0,0533521164,11656.0,Aquitaine,2666.0
390,LIFE,pro,2015,35548.0,8990.0,0533521164,11656.0,Aquitaine,2666.0
391,LIFE,pro,2016,14546.0,9950.0,0533521164,12652.0,Aquitaine,2702.0
392,LIFE,pro,2015,44709.0,8400.0,0533520149,11656.0,Aquitaine,3256.0
393,LIFE,pro,2018,2500.0,20900.0,0533520149,,Aquitaine,
394,LIFE,pro,2015,29533.0,8950.0,0533521164,11656.0,Aquitaine,2706.0
395,LIFE,pro,2015,15028.0,8990.0,0533521164,11656.0,Aquitaine,2666.0
396,LIFE,pro,2015,30636.0,8950.0,0533521164,11656.0,Aquitaine,2706.0
397,INTENS,pro,2018,100.0,23844.0,0533521164,,Aquitaine,
398,INTENS,pro,2015,24279.0,9990.0,0533520972,11656.0,Aquitaine,1666.0
399,LIFE,pro,2015,35941.0,8700.0,0533520149,11656.0,Aquitaine,2956.0
400,LIFE,pro,2015,25417.0,9480.0,0533523315,11656.0,Aquitaine,2176.0
